miRNA	ID
cin-miR-4018b-5p	MIMAT0016530
cin-mir-4019	MI0015567
cin-miR-4019-3p	MIMAT0016527
cin-miR-4019-5p	MIMAT0016526
cin-mir-4020a	MI0015570
cin-miR-4020a-5p	MIMAT0016532
cin-mir-4020b	MI0015571
cin-miR-4020b-3p	MIMAT0016534
cin-miR-4020b-5p	MIMAT0016533
cin-mir-4021	MI0015572
cin-miR-4021-3p	MIMAT0016536
cin-miR-4021-5p	MIMAT0016535
cin-mir-4022	MI0015573
cin-miR-4022-3p	MIMAT0016537
cin-mir-4023	MI0015574
cin-miR-4023-3p	MIMAT0016538
cin-mir-4024	MI0015575
cin-miR-4024-3p	MIMAT0016540
cin-miR-4024-5p	MIMAT0016539
cin-mir-4025	MI0015576
cin-miR-4025-5p	MIMAT0016541
cin-mir-4026	MI0015577
cin-miR-4026-3p	MIMAT0016543
cin-miR-4026-5p	MIMAT0016542
cin-mir-4027	MI0015578
cin-miR-4027-3p	MIMAT0016545
cin-miR-4027-5p	MIMAT0016544
cin-mir-4028	MI0015579
cin-miR-4028-3p	MIMAT0016546
cin-mir-4029	MI0015580
cin-miR-4029-3p	MIMAT0016548
cin-miR-4029-5p	MIMAT0016547
cin-mir-4030	MI0015581
cin-miR-4030-3p	MIMAT0016550
cin-miR-4030-5p	MIMAT0016549
cin-mir-4031	MI0015582
cin-miR-4031-3p	MIMAT0016552
cin-miR-4031-5p	MIMAT0016551
cin-mir-4032	MI0015583
cin-miR-4032-3p	MIMAT0016554
cin-miR-4032-5p	MIMAT0016553
cin-mir-4033	MI0015584
cin-miR-4033-3p	MIMAT0016556
cin-miR-4033-5p	MIMAT0016555
cin-mir-4034	MI0015585
cin-miR-4034-3p	MIMAT0016558
cin-miR-4034-5p	MIMAT0016557
cin-mir-4035	MI0015586
cin-miR-4035-3p	MIMAT0016560
cin-miR-4035-5p	MIMAT0016559
cin-mir-4036	MI0015587
cin-miR-4036-3p	MIMAT0016562
cin-miR-4036-5p	MIMAT0016561
cin-mir-4037	MI0015588
cin-miR-4037-3p	MIMAT0016564
cin-miR-4037-5p	MIMAT0016563
cin-mir-4038	MI0015589
cin-miR-4038-3p	MIMAT0016566
cin-miR-4038-5p	MIMAT0016565
cin-mir-4039	MI0015590
cin-miR-4039-3p	MIMAT0016568
cin-miR-4039-5p	MIMAT0016567
cin-mir-4040	MI0015591
cin-miR-4040-3p	MIMAT0016570
cin-miR-4040-5p	MIMAT0016569
cin-mir-4041	MI0015592
cin-miR-4041-3p	MIMAT0016572
cin-miR-4041-5p	MIMAT0016571
cin-mir-4042	MI0015593
cin-miR-4042-3p	MIMAT0016574
cin-miR-4042-5p	MIMAT0016573
cin-mir-4043	MI0015594
cin-miR-4043-3p	MIMAT0016576
cin-miR-4043-5p	MIMAT0016575
cin-mir-4044	MI0015595
cin-miR-4044-3p	MIMAT0016578
cin-miR-4044-5p	MIMAT0016577
cin-mir-4045	MI0015596
cin-miR-4045-3p	MIMAT0016580
cin-miR-4045-5p	MIMAT0016579
cin-mir-4046	MI0015597
cin-miR-4046-3p	MIMAT0016582
cin-miR-4046-5p	MIMAT0016581
cin-mir-4047	MI0015598
cin-miR-4047-3p	MIMAT0016584
cin-miR-4047-5p	MIMAT0016583
cin-mir-4048	MI0015599
cin-miR-4048-3p	MIMAT0016586
cin-miR-4048-5p	MIMAT0016585
cin-mir-4049	MI0015600
cin-miR-4049-3p	MIMAT0016588
cin-miR-4049-5p	MIMAT0016587
cin-mir-4050	MI0015601
cin-miR-4050-3p	MIMAT0016590
cin-miR-4050-5p	MIMAT0016589
cin-mir-4051	MI0015602
cin-miR-4051-3p	MIMAT0016592
cin-miR-4051-5p	MIMAT0016591
cin-mir-4052	MI0015603
cin-miR-4052-3p	MIMAT0016594
cin-miR-4052-5p	MIMAT0016593
cin-mir-4053	MI0015604
cin-miR-4053-3p	MIMAT0016596
cin-miR-4053-5p	MIMAT0016595
cin-mir-4054	MI0015605
cin-miR-4054-3p	MIMAT0016598
cin-miR-4054-5p	MIMAT0016597
cin-mir-4055	MI0015606
cin-miR-4055-3p	MIMAT0016600
cin-miR-4055-5p	MIMAT0016599
cin-mir-4056	MI0015607
cin-miR-4056-3p	MIMAT0016602
cin-miR-4056-5p	MIMAT0016601
cin-mir-4057	MI0015608
cin-miR-4057-3p	MIMAT0016604
cin-miR-4057-5p	MIMAT0016603
cin-mir-4058	MI0015609
cin-miR-4058-5p	MIMAT0016605
cin-mir-4059	MI0015610
cin-miR-4059-3p	MIMAT0016607
cin-miR-4059-5p	MIMAT0016606
cin-mir-4060	MI0015611
cin-miR-4060-3p	MIMAT0016609
cin-miR-4060-5p	MIMAT0016608
cin-mir-4061	MI0015612
cin-miR-4061-3p	MIMAT0016611
cin-miR-4061-5p	MIMAT0016610
cin-mir-4062	MI0015613
cin-miR-4062-3p	MIMAT0016613
cin-miR-4062-5p	MIMAT0016612
cin-mir-4063	MI0015614
cin-miR-4063-3p	MIMAT0016615
cin-miR-4063-5p	MIMAT0016614
cin-mir-4064	MI0015615
cin-miR-4064-3p	MIMAT0016617
cin-miR-4064-5p	MIMAT0016616
cin-mir-4065	MI0015616
cin-miR-4065-3p	MIMAT0016619
cin-miR-4065-5p	MIMAT0016618
cin-mir-4066	MI0015617
cin-miR-4066-3p	MIMAT0016621
cin-miR-4066-5p	MIMAT0016620
cin-mir-4067	MI0015618
cin-miR-4067-3p	MIMAT0016623
cin-miR-4067-5p	MIMAT0016622
cin-mir-4068	MI0015619
cin-miR-4068-3p	MIMAT0016625
cin-miR-4068-5p	MIMAT0016624
cin-mir-4069	MI0015620
cin-miR-4069-3p	MIMAT0016627
cin-miR-4069-5p	MIMAT0016626
cin-mir-4070	MI0015621
cin-miR-4070-3p	MIMAT0016629
cin-miR-4070-5p	MIMAT0016628
cin-mir-4071	MI0015622
cin-miR-4071-3p	MIMAT0016631
cin-miR-4071-5p	MIMAT0016630
cin-mir-4072	MI0015623
cin-miR-4072-3p	MIMAT0016633
cin-miR-4072-5p	MIMAT0016632
cin-mir-4073	MI0015624
cin-miR-4073-3p	MIMAT0016635
cin-miR-4073-5p	MIMAT0016634
cin-mir-4074	MI0015625
cin-miR-4074-3p	MIMAT0016637
cin-miR-4074-5p	MIMAT0016636
cin-mir-4075	MI0015626
cin-miR-4075-3p	MIMAT0016639
cin-miR-4075-5p	MIMAT0016638
cin-mir-4076	MI0015627
cin-miR-4076-3p	MIMAT0016641
cin-miR-4076-5p	MIMAT0016640
cin-mir-4077a	MI0015628
cin-miR-4077a-5p	MIMAT0016642
cin-mir-4077b	MI0015629
cin-miR-4077b-5p	MIMAT0016643
cin-mir-4077c	MI0015630
cin-miR-4077c-5p	MIMAT0016644
cin-mir-4077d	MI0015656
cin-miR-4077d-5p	MIMAT0016689
cin-mir-4078	MI0015631
cin-miR-4078-3p	MIMAT0016646
cin-miR-4078-5p	MIMAT0016645
cin-mir-4079	MI0015632
cin-miR-4079-3p	MIMAT0016648
cin-miR-4079-5p	MIMAT0016647
cin-mir-4080	MI0015633
cin-miR-4080-3p	MIMAT0016650
cin-miR-4080-5p	MIMAT0016649
cin-mir-4081	MI0015634
cin-miR-4081-3p	MIMAT0016652
cin-miR-4081-5p	MIMAT0016651
cin-mir-4082	MI0015635
cin-miR-4082-3p	MIMAT0016654
cin-miR-4082-5p	MIMAT0016653
cin-mir-4083	MI0015636
cin-miR-4083-3p	MIMAT0016656
cin-miR-4083-5p	MIMAT0016655
cin-mir-4084	MI0015637
cin-miR-4084-3p	MIMAT0016658
cin-miR-4084-5p	MIMAT0016657
cin-mir-4085	MI0015638
cin-miR-4085-3p	MIMAT0016660
cin-miR-4085-5p	MIMAT0016659
cin-mir-4086	MI0015639
cin-miR-4086-3p	MIMAT0016661
cin-mir-4087	MI0015640
cin-miR-4087-3p	MIMAT0016663
cin-miR-4087-5p	MIMAT0016662
cin-mir-4088	MI0015641
cin-miR-4088-3p	MIMAT0016665
cin-miR-4088-5p	MIMAT0016664
cin-mir-4089	MI0015642
cin-miR-4089-5p	MIMAT0016666
cin-mir-4090	MI0015643
cin-miR-4090-3p	MIMAT0016667
cin-mir-4091	MI0015644
cin-miR-4091-3p	MIMAT0016669
cin-miR-4091-5p	MIMAT0016668
cin-mir-4092	MI0015645
cin-miR-4092-3p	MIMAT0016671
cin-miR-4092-5p	MIMAT0016670
cin-mir-4093	MI0015646
cin-miR-4093-3p	MIMAT0016673
cin-miR-4093-5p	MIMAT0016672
cin-mir-4094	MI0015647
cin-miR-4094-3p	MIMAT0016675
cin-miR-4094-5p	MIMAT0016674
cin-mir-4095	MI0015648
cin-miR-4095-5p	MIMAT0016676
cin-mir-4096	MI0015649
cin-miR-4096-3p	MIMAT0016677
cin-mir-4097	MI0015650
cin-miR-4097-3p	MIMAT0016679
cin-miR-4097-5p	MIMAT0016678
cin-mir-4098	MI0015651
cin-miR-4098-3p	MIMAT0016681
cin-miR-4098-5p	MIMAT0016680
cin-mir-4099	MI0015652
cin-miR-4099-3p	MIMAT0016683
cin-miR-4099-5p	MIMAT0016682
cin-mir-4100	MI0015653
cin-miR-4100-3p	MIMAT0016685
cin-miR-4100-5p	MIMAT0016684
cin-mir-4101	MI0015654
cin-miR-4101-3p	MIMAT0016686
cin-mir-4102	MI0015655
cin-miR-4102-3p	MIMAT0016688
cin-miR-4102-5p	MIMAT0016687
cin-mir-4103	MI0015657
cin-miR-4103-3p	MIMAT0016690
cin-mir-4104	MI0015658
cin-miR-4104-5p	MIMAT0016691
cin-mir-4105	MI0015659
cin-miR-4105-5p	MIMAT0016692
cin-mir-4106	MI0015660
cin-miR-4106-3p	MIMAT0016693
cin-mir-4107	MI0015661
cin-miR-4107-5p	MIMAT0016694
cin-mir-4108	MI0015662
cin-miR-4108-5p	MIMAT0016695
cin-mir-4109	MI0015663
cin-miR-4109-3p	MIMAT0016697
cin-miR-4109-5p	MIMAT0016696
cin-mir-4110	MI0015664
cin-miR-4110-3p	MIMAT0016699
cin-miR-4110-5p	MIMAT0016698
cin-mir-4111	MI0015665
cin-miR-4111-3p	MIMAT0016700
cin-mir-4112	MI0015666
cin-miR-4112-3p	MIMAT0016702
cin-miR-4112-5p	MIMAT0016701
cin-mir-4113	MI0015667
cin-miR-4113-5p	MIMAT0016703
cin-mir-4114	MI0015668
cin-miR-4114-5p	MIMAT0016704
cin-mir-4115	MI0015669
cin-miR-4115-3p	MIMAT0016706
cin-miR-4115-5p	MIMAT0016705
cin-mir-4116	MI0015670
cin-miR-4116-5p	MIMAT0016707
cin-mir-4117	MI0015671
cin-miR-4117-5p	MIMAT0016708
cin-mir-4118	MI0015672
cin-miR-4118-3p	MIMAT0016709
cin-mir-4119	MI0015673
cin-miR-4119-3p	MIMAT0016711
cin-miR-4119-5p	MIMAT0016710
cin-mir-4120	MI0015674
cin-miR-4120-5p	MIMAT0016712
cin-mir-4121	MI0015675
cin-miR-4121-3p	MIMAT0016713
cin-mir-4122	MI0015676
cin-miR-4122-3p	MIMAT0016714
cin-mir-4123	MI0015677
cin-miR-4123-3p	MIMAT0016716
cin-miR-4123-5p	MIMAT0016715
cin-mir-4124	MI0015679
cin-miR-4124-5p	MIMAT0016718
cin-mir-4125	MI0015680
cin-miR-4125-5p	MIMAT0016719
cin-mir-4126	MI0015681
cin-miR-4126-5p	MIMAT0016720
cin-mir-4127	MI0015682
cin-miR-4127-3p	MIMAT0016722
cin-miR-4127-5p	MIMAT0016721
cin-mir-4128	MI0015683
cin-miR-4128-3p	MIMAT0016723
cin-mir-4129	MI0015684
cin-miR-4129-3p	MIMAT0016724
cin-mir-4130	MI0015685
cin-miR-4130-3p	MIMAT0016725
cin-mir-4131	MI0015686
cin-miR-4131-3p	MIMAT0016727
cin-miR-4131-5p	MIMAT0016726
cin-mir-4132	MI0015687
cin-miR-4132-3p	MIMAT0016729
cin-miR-4132-5p	MIMAT0016728
cin-mir-4133	MI0015688
cin-miR-4133-3p	MIMAT0016730
cin-mir-4134	MI0015689
cin-miR-4134-5p	MIMAT0016731
cin-mir-4135	MI0015690
cin-miR-4135-3p	MIMAT0016732
cin-mir-4136	MI0015691
cin-miR-4136-3p	MIMAT0016733
cin-mir-4137	MI0015692
cin-miR-4137-3p	MIMAT0016734
cin-mir-4138	MI0015693
cin-miR-4138-5p	MIMAT0016735
cin-mir-4139	MI0015694
cin-miR-4139-3p	MIMAT0016737
cin-miR-4139-5p	MIMAT0016736
cin-mir-4140	MI0015695
cin-miR-4140-3p	MIMAT0016739
cin-miR-4140-5p	MIMAT0016738
cin-mir-4141	MI0015696
cin-miR-4141-3p	MIMAT0016741
cin-miR-4141-5p	MIMAT0016740
cin-mir-4142	MI0015697
cin-miR-4142-3p	MIMAT0016743
cin-miR-4142-5p	MIMAT0016742
cin-mir-4143	MI0015698
cin-miR-4143-3p	MIMAT0016745
cin-miR-4143-5p	MIMAT0016744
cin-mir-4144	MI0015699
cin-miR-4144-3p	MIMAT0016747
cin-miR-4144-5p	MIMAT0016746
cin-mir-4145	MI0015700
cin-miR-4145-3p	MIMAT0016748
cin-mir-4146	MI0015701
cin-miR-4146-3p	MIMAT0016749
cin-mir-4147	MI0015702
cin-miR-4147-3p	MIMAT0016750
cin-mir-4148	MI0015703
cin-miR-4148-5p	MIMAT0016751
cin-mir-4149	MI0015704
cin-miR-4149-5p	MIMAT0016752
cin-mir-4150	MI0015705
cin-miR-4150-5p	MIMAT0016753
cin-mir-4151	MI0015706
cin-miR-4151-3p	MIMAT0016755
cin-miR-4151-5p	MIMAT0016754
cin-mir-4152	MI0015707
cin-miR-4152-5p	MIMAT0016756
cin-mir-4153	MI0015708
cin-miR-4153-3p	MIMAT0016757
cin-mir-4154	MI0015709
cin-miR-4154-3p	MIMAT0016758
cin-mir-4155	MI0015710
cin-miR-4155-3p	MIMAT0016760
cin-miR-4155-5p	MIMAT0016759
cin-mir-4156	MI0015711
cin-miR-4156-3p	MIMAT0016762
cin-miR-4156-5p	MIMAT0016761
cin-mir-4157	MI0015712
cin-miR-4157-5p	MIMAT0016763
cin-mir-4158	MI0015713
cin-miR-4158-5p	MIMAT0016764
cin-mir-4159	MI0015714
cin-miR-4159-3p	MIMAT0016765
cin-mir-4160	MI0015715
cin-miR-4160-3p	MIMAT0016766
cin-mir-4161	MI0015716
cin-miR-4161-3p	MIMAT0016767
cin-mir-4162	MI0015717
cin-miR-4162-3p	MIMAT0016769
cin-miR-4162-5p	MIMAT0016768
cin-mir-4163	MI0015718
cin-miR-4163-3p	MIMAT0016771
cin-miR-4163-5p	MIMAT0016770
cin-mir-4164	MI0015719
cin-miR-4164-3p	MIMAT0016772
cin-mir-4165	MI0015720
cin-miR-4165-3p	MIMAT0016773
cin-mir-4166	MI0015721
cin-miR-4166-5p	MIMAT0016774
cin-mir-4167	MI0015722
cin-miR-4167-5p	MIMAT0016775
cin-mir-4168	MI0015723
cin-miR-4168-3p	MIMAT0016776
cin-mir-4169	MI0015724
cin-miR-4169-3p	MIMAT0016777
cin-mir-4170	MI0015725
cin-miR-4170-5p	MIMAT0016778
cin-mir-4171	MI0015726
cin-miR-4171-5p	MIMAT0016779
cin-mir-4172	MI0015727
cin-miR-4172-3p	MIMAT0016780
cin-mir-4173	MI0015728
cin-miR-4173-3p	MIMAT0016782
cin-miR-4173-5p	MIMAT0016781
cin-mir-4174	MI0015729
cin-miR-4174-3p	MIMAT0016783
cin-mir-4175	MI0015730
cin-miR-4175-3p	MIMAT0016784
cin-mir-4176	MI0015731
cin-miR-4176-5p	MIMAT0016785
cin-mir-4177	MI0015732
cin-miR-4177-3p	MIMAT0016787
cin-miR-4177-5p	MIMAT0016786
cin-mir-4178a	MI0015733
cin-miR-4178a-5p	MIMAT0016788
cin-mir-4178b	MI0015734
cin-miR-4178b-5p	MIMAT0016789
cin-mir-4179	MI0015735
cin-miR-4179-3p	MIMAT0016791
cin-miR-4179-5p	MIMAT0016790
cin-mir-4179a	MI0015735
cin-miR-4179a-3p	MIMAT0016791
cin-miR-4179a-5p	MIMAT0016790
cin-mir-4179b	MI0019170
cin-miR-4179b	MIMAT0022336
cin-miR-4179b*	MIMAT0022335
cin-miR-4179b-3p	MIMAT0022336
cin-miR-4179b-5p	MIMAT0022335
cin-mir-4180	MI0015736
cin-miR-4180-3p	MIMAT0016793
cin-miR-4180-5p	MIMAT0016792
cin-mir-4181	MI0015737
cin-miR-4181-3p	MIMAT0016795
cin-miR-4181-5p	MIMAT0016794
cin-mir-4182	MI0015738
cin-miR-4182-3p	MIMAT0016797
cin-miR-4182-5p	MIMAT0016796
cin-mir-4183	MI0015739
cin-miR-4183-3p	MIMAT0016799
cin-miR-4183-5p	MIMAT0016798
cin-mir-4184	MI0015740
cin-miR-4184-3p	MIMAT0016800
cin-mir-4185	MI0015742
cin-miR-4185-3p	MIMAT0016803
cin-miR-4185-5p	MIMAT0016802
cin-mir-4186	MI0015743
cin-miR-4186-5p	MIMAT0016804
cin-mir-4187	MI0015744
cin-miR-4187-5p	MIMAT0016805
cin-mir-4188	MI0015745
cin-miR-4188-5p	MIMAT0016806
cin-mir-4189	MI0015746
cin-miR-4189-5p	MIMAT0016807
cin-mir-4190	MI0015747
cin-miR-4190-5p	MIMAT0016808
cin-mir-4191	MI0015748
cin-miR-4191-5p	MIMAT0016809
cin-mir-4192	MI0015749
cin-miR-4192-3p	MIMAT0016810
cin-mir-4193	MI0015750
cin-miR-4193-5p	MIMAT0016811
cin-mir-4194	MI0015751
cin-miR-4194-3p	MIMAT0016813
cin-miR-4194-5p	MIMAT0016812
cin-mir-4195	MI0015752
cin-miR-4195-3p	MIMAT0016814
cin-mir-4196	MI0015753
cin-miR-4196-5p	MIMAT0016815
cin-mir-4197	MI0015754
cin-miR-4197-5p	MIMAT0016816
cin-mir-4198	MI0015755
cin-miR-4198-5p	MIMAT0016817
cin-mir-4199	MI0015756
cin-miR-4199-3p	MIMAT0016818
cin-mir-4200	MI0015757
cin-miR-4200-3p	MIMAT0016820
cin-miR-4200-5p	MIMAT0016819
cin-mir-4201	MI0015758
cin-miR-4201-5p	MIMAT0016821
cin-mir-4202	MI0015759
cin-miR-4202-5p	MIMAT0016822
cin-mir-4203	MI0015760
cin-miR-4203-3p	MIMAT0016823
cin-mir-4204	MI0015761
cin-miR-4204-3p	MIMAT0016825
cin-miR-4204-5p	MIMAT0016824
cin-mir-4205	MI0015762
cin-miR-4205-5p	MIMAT0016826
cin-mir-4206	MI0015763
cin-miR-4206-3p	MIMAT0016827
cin-mir-4207	MI0015764
cin-miR-4207-3p	MIMAT0016828
cin-mir-4208	MI0015765
cin-miR-4208-3p	MIMAT0016829
cin-mir-4209	MI0015766
cin-miR-4209-5p	MIMAT0016830
cin-mir-4210	MI0015767
cin-miR-4210-5p	MIMAT0016831
cin-mir-4211	MI0015768
cin-miR-4211-5p	MIMAT0016832
cin-mir-4212	MI0015769
cin-miR-4212-3p	MIMAT0016833
cin-mir-4213	MI0015770
cin-miR-4213-5p	MIMAT0016834
cin-mir-4214	MI0015771
cin-miR-4214-5p	MIMAT0016835
cin-mir-4215	MI0015772
cin-miR-4215-3p	MIMAT0016836
cin-mir-4216	MI0015773
cin-miR-4216-3p	MIMAT0016838
cin-miR-4216-5p	MIMAT0016837
cin-mir-4217	MI0015774
cin-miR-4217-3p	MIMAT0016839
cin-mir-4218	MI0015775
cin-miR-4218-5p	MIMAT0016840
cin-mir-4219	MI0015776
cin-miR-4219-5p	MIMAT0016841
cin-mir-4220	MI0015494
cin-miR-4220-3p	MIMAT0016420
cin-miR-4220-5p	MIMAT0016419
cin-mir-5596a	MI0019160
cin-miR-5596a	MIMAT0022316
cin-miR-5596a*	MIMAT0022315
cin-miR-5596a-3p	MIMAT0022316
cin-miR-5596a-5p	MIMAT0022315
cin-mir-5596b	MI0019166
cin-miR-5596b	MIMAT0022328
cin-miR-5596b*	MIMAT0022327
cin-miR-5596b-3p	MIMAT0022328
cin-miR-5596b-5p	MIMAT0022327
cin-mir-5597	MI0019161
cin-miR-5597	MIMAT0022318
cin-miR-5597*	MIMAT0022317
cin-miR-5597-3p	MIMAT0022318
cin-miR-5597-5p	MIMAT0022317
cin-mir-5598	MI0019162
cin-miR-5598	MIMAT0022320
cin-miR-5598*	MIMAT0022319
cin-miR-5598-3p	MIMAT0022320
cin-miR-5598-5p	MIMAT0022319
cin-mir-5599	MI0019163
cin-miR-5599	MIMAT0022322
cin-miR-5599*	MIMAT0022321
cin-miR-5599-3p	MIMAT0022322
cin-miR-5599-5p	MIMAT0022321
cin-mir-5600	MI0019164
cin-miR-5600	MIMAT0022324
cin-miR-5600*	MIMAT0022323
cin-miR-5600-3p	MIMAT0022324
cin-miR-5600-5p	MIMAT0022323
cin-mir-5601	MI0019165
cin-miR-5601	MIMAT0022326
cin-miR-5601*	MIMAT0022325
cin-miR-5601-3p	MIMAT0022326
cin-miR-5601-5p	MIMAT0022325
cin-mir-5602	MI0019167
cin-miR-5602	MIMAT0022329
cin-miR-5602*	MIMAT0022330
cin-miR-5602-3p	MIMAT0022330
cin-miR-5602-5p	MIMAT0022329
cin-mir-5603	MI0019168
cin-miR-5603	MIMAT0022332
cin-miR-5603*	MIMAT0022331
cin-miR-5603-3p	MIMAT0022332
cin-miR-5603-5p	MIMAT0022331
cin-mir-5604	MI0019169
cin-miR-5604	MIMAT0022333
cin-miR-5604*	MIMAT0022334
cin-miR-5604-3p	MIMAT0022334
cin-miR-5604-5p	MIMAT0022333
cin-mir-5605	MI0019171
cin-miR-5605	MIMAT0022338
cin-miR-5605*	MIMAT0022337
cin-miR-5605-3p	MIMAT0022338
cin-miR-5605-5p	MIMAT0022337
cin-mir-5606	MI0019172
cin-miR-5606	MIMAT0022339
cin-miR-5606*	MIMAT0022340
cin-miR-5606-3p	MIMAT0022340
cin-miR-5606-5p	MIMAT0022339
cin-mir-5607	MI0019173
cin-miR-5607	MIMAT0022341
cin-miR-5607*	MIMAT0022342
cin-miR-5607-3p	MIMAT0022342
cin-miR-5607-5p	MIMAT0022341
cin-mir-5608	MI0019174
cin-miR-5608	MIMAT0022343
cin-miR-5608*	MIMAT0022344
cin-miR-5608-3p	MIMAT0022344
cin-miR-5608-5p	MIMAT0022343
cin-mir-5609	MI0019175
cin-miR-5609	MIMAT0022345
cin-miR-5609*	MIMAT0022346
cin-miR-5609-3p	MIMAT0022346
cin-miR-5609-5p	MIMAT0022345
cin-mir-5610	MI0019176
cin-miR-5610	MIMAT0022348
cin-miR-5610*	MIMAT0022347
cin-miR-5610-3p	MIMAT0022348
cin-miR-5610-5p	MIMAT0022347
cin-mir-5611	MI0019177
cin-miR-5611	MIMAT0022349
cin-miR-5611*	MIMAT0022350
cin-miR-5611-3p	MIMAT0022350
cin-miR-5611-5p	MIMAT0022349
cin-mir-5612	MI0019178
cin-miR-5612	MIMAT0022352
cin-miR-5612*	MIMAT0022351
cin-miR-5612-3p	MIMAT0022352
cin-miR-5612-5p	MIMAT0022351
cin-mir-672	MI0007180
cin-miR-672	MIMAT0006115
cin-mir-7	MI0007155
cin-miR-7	MIMAT0006091
cin-miR-7*	MIMAT0015251
cin-miR-7-3p	MIMAT0015251
cin-miR-7-5p	MIMAT0006091
cin-mir-78	MI0007159
cin-miR-78	MIMAT0006095
cin-mir-9	MI0015482
cin-mir-92a	MI0007160
cin-miR-92a	MIMAT0006096
cin-miR-92a*	MIMAT0015253
cin-miR-92a-3p	MIMAT0006096
cin-miR-92a-5p	MIMAT0015253
cin-mir-92b	MI0007161
cin-miR-92b	MIMAT0006097
cin-miR-92b*	MIMAT0015254
cin-miR-92b-3p	MIMAT0006097
cin-miR-92b-5p	MIMAT0015254
cin-mir-92c	MI0007162
cin-miR-92c	MIMAT0006098
cin-miR-92c*	MIMAT0015255
cin-miR-92c-3p	MIMAT0006098
cin-miR-92c-5p	MIMAT0015255
cin-mir-92d	MI0015496
cin-miR-92d-3p	MIMAT0016424
cin-miR-92d-5p	MIMAT0016423
cin-mir-92e	MI0015495
cin-miR-92e-3p	MIMAT0016422
cin-miR-92e-5p	MIMAT0016421
cin-miR-9-5p	MIMAT0016396
cin-mir-96	MI0015486
cin-miR-96-3p	MIMAT0016404
cin-miR-96-5p	MIMAT0016403
cla-mir-1992	MI0010242
cla-miR-1992	MIMAT0009713
cla-mir-1994	MI0010243
cla-miR-1994	MIMAT0009714
cln-miR1310	MIMAT0027351
cln-MIR1310	MI0022569
cln-miR162	MIMAT0027348
cln-MIR162	MI0022566
cln-miR164	MIMAT0027349
cln-MIR164	MI0022567
cln-miR166	MIMAT0027350
cln-MIR166	MI0022568
cln-miR6725	MIMAT0027352
cln-MIR6725	MI0022570
cme-miR156a	MIMAT0026071
cme-MIR156a	MI0023175
cme-miR156b	MIMAT0026131
cme-MIR156b	MI0023235
cme-miR156c	MIMAT0026121
cme-MIR156c	MI0023225
cme-miR156d	MIMAT0026111
cme-MIR156d	MI0023215
cme-miR156e	MIMAT0026156
cme-MIR156e	MI0023260
cme-miR156f	MIMAT0026151
cme-MIR156f	MI0023255
cme-miR156g	MIMAT0026159
cme-MIR156g	MI0023263
cme-miR156h	MIMAT0026158
cme-MIR156h	MI0023262
cme-miR156i	MIMAT0026105
cme-MIR156i	MI0023209
cme-miR156j	MIMAT0026186
cme-MIR156j	MI0023290
cme-miR159a	MIMAT0026160
cme-MIR159a	MI0023264
cme-miR159b	MIMAT0026168
cme-MIR159b	MI0023272
cme-miR160a	MIMAT0026072
cme-MIR160a	MI0023176
cme-miR160b	MIMAT0026171
cme-MIR160b	MI0023275
cme-miR160c	MIMAT0026180
cme-MIR160c	MI0023284
cme-miR160d	MIMAT0026178
cme-MIR160d	MI0023282
cme-miR162	MIMAT0026080
cme-MIR162	MI0023184
cme-miR164	MIMAT0022749
cme-MIR164	MI0018163
cme-miR164a	MIMAT0022749
cme-MIR164a	MI0018163
cme-miR164b	MIMAT0026088
cme-MIR164b	MI0023192
cme-miR164c	MIMAT0026086
cme-MIR164c	MI0023190
cme-miR164d	MIMAT0026090
cme-MIR164d	MI0023194
cme-miR166a	MIMAT0026110
cme-MIR166a	MI0023214
cme-miR166b	MIMAT0026103
cme-MIR166b	MI0023207
cme-miR166c	MIMAT0026097
cme-MIR166c	MI0023201
cme-miR166d	MIMAT0026107
cme-MIR166d	MI0023211
cme-miR166e	MIMAT0026179
cme-MIR166e	MI0023283
cme-miR166f	MIMAT0026109
cme-MIR166f	MI0023213
cme-miR166g	MIMAT0026165
cme-MIR166g	MI0023269
cme-miR166h	MIMAT0026108
cme-MIR166h	MI0023212
cme-miR166i	MIMAT0026091
cme-MIR166i	MI0023195
cme-miR167a	MIMAT0026112
cme-MIR167a	MI0023216
cme-miR167b	MIMAT0026113
cme-MIR167b	MI0023217
cme-miR167c	MIMAT0026176
cme-MIR167c	MI0023280
cme-miR167d	MIMAT0026163
cme-MIR167d	MI0023267
cme-miR167e	MIMAT0026177
cme-MIR167e	MI0023281
cme-miR167f	MIMAT0026164
cme-MIR167f	MI0023268
cme-miR168	MIMAT0022751
cme-MIR168	MI0018177
cme-miR169a	MIMAT0026095
cme-MIR169a	MI0023199
cme-miR169b	MIMAT0026094
cme-MIR169b	MI0023198
cme-miR169c	MIMAT0026081
cme-MIR169c	MI0023185
cme-miR169d	MIMAT0026077
cme-MIR169d	MI0023181
cme-miR169e	MIMAT0026117
cme-MIR169e	MI0023221
cme-miR169f	MIMAT0026115
cme-MIR169f	MI0023219
cme-miR169g	MIMAT0026172
cme-MIR169g	MI0023276
cme-miR169h	MIMAT0026114
cme-MIR169h	MI0023218
cme-miR169i	MIMAT0026096
cme-MIR169i	MI0023200
cme-miR169j	MIMAT0026093
cme-MIR169j	MI0023197
cme-miR169k	MIMAT0026079
cme-MIR169k	MI0023183
cme-miR169l	MIMAT0026098
