	logFC	AveExpr	t	P.Value	adj.P.Val	B
MIMAT0002871	-0.0149682516968097	7.25783402780578	-0.144928117711171	0.884789238757043	0.998689077135471	-7.06407621464598
MIMAT0000432	0.0492927639581424	11.4546515137348	0.135059140159629	0.89258522974847	0.998689077135471	-7.06544910299387
MIMAT0004552	-0.0109602687771311	6.65808172071876	-0.131060229984875	0.895747170241887	0.998689077135471	-7.06597784467309
MIMAT0005865	-0.0552226566254763	11.3369890496682	-0.124988011118699	0.900551632433523	0.998689077135471	-7.06675033855315
MIMAT0004748	-0.0147164777414623	7.53690430961203	-0.121322091915612	0.903453960058851	0.998689077135471	-7.06719897168826
MIMAT0004599	-0.0102822174014596	6.67006867796272	-0.121292673431552	0.903477256105638	0.998689077135471	-7.06720251789367
MIMAT0000075	0.0411238057267944	11.4905905474045	0.121290911023094	0.903478651732534	0.998689077135471	-7.06720273031321
MIMAT0003150	-0.0183014413728575	6.99204438497686	-0.119795380539472	0.904663048831186	0.998689077135471	-7.06738187099589
MIMAT0004689	0.00674250443434143	6.34350863497666	0.115521406275005	0.908049018034245	0.998689077135471	-7.06788157343801
MIMAT0003886	0.0166704973817327	7.77496580209787	0.115096153304513	0.90838600858958	0.998689077135471	-7.06793030008929
MIMAT0004762	-0.00818887893060793	6.28954104635754	-0.104991321609415	0.916398276557417	0.998689077135471	-7.06903527298747
MIMAT0004568	-0.0151150819112491	6.86651653063536	-0.0957999423595452	0.923693667762802	0.998689077135471	-7.06995223928166
MIMAT0003258	0.0294188545624374	8.80103023479542	0.0953060351264272	0.924085879873444	0.998689077135471	-7.06999913658209
